rating,count,mean,std,min,25%,50%,75%,max
1.0,4177.0,0.07747121749215947,0.2323525450538032,0.0,1.6376899836245684e-11,1.7121336615133487e-06,0.0014136383427395538,1.0
2.0,7103.0,0.18372881661040671,0.3344450775597618,0.0,7.220859682410818e-07,0.0012861527364337322,0.1544404787785107,1.0
3.0,52519.0,0.5210892427634793,0.4379080562052691,0.0,0.013262480006434596,0.5997671902063694,0.9912133532526566,1.0
4.0,67810.0,0.711558061426888,0.3950076500884517,0.0,0.3515444575737043,0.9772532195499735,0.9997438127425604,1.0
5.0,18391.0,0.7687365603119993,0.36693393885886566,0.0,0.6441081876028936,0.9936594953260186,0.999956982268162,1.0
